top_500_rank,title,author,pub_year,orig_lang,genre,author_birth,author_death,author_gender,author_primary_lang,author_nationality,author_field_of_activity,author_occupation,oclc_holdings,oclc_eholdings,oclc_total_editions,oclc_holdings_rank,oclc_editions_rank,gr_avg_rating,gr_num_ratings,gr_num_reviews,gr_avg_rating_rank,gr_num_ratings_rank,oclc_owi,author_viaf,gr_url,wiki_url,pg_eng_url,pg_orig_url,year,week,rank,title_id,nyt_title,novel_length_chars,novel_length_words,mentions_she,he_counts,she_counts,they_counts,pg_book_id,pub_date
456,Looking for Alaska,John Green,2005,English,bildung,1977,ALIVE,male,eng,US,"novels,fiction authorship,childrens literature authorship,book reviewing","periodical editors,novelists,authors",6879.0,673.0,258.0,361.0,359.0,3.97,"1,590,084","75,075",261,53,4497943122.0,41229323,https://www.goodreads.com/book/show/99561.Looking_for_Alaska?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/Looking_for_Alaska,NA_not-pub-domain,,,,,,,,,False,,,,,2005-01-01
457,Breakfast at Tiffany's,Truman Capote,1958,English,na,1924,1984,male,eng,US,,"screenwriters,dramatists,authors",6364.0,398.0,582.0,419.0,221.0,3.85,"263,596","15,506",366,217,20890259.0,51686739,https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories?ref=nav_sb_ss_1_22,https://en.wikipedia.org/wiki/Breakfast_at_Tiffany%27s_(novella),NA_not-pub-domain,,,,,,,,,False,,,,,1958-01-01
458,The Razor's Edge,W. Somerset Maugham,1944,English,bildung,1874,1965,male,eng,GB,,"spy,playwright,novelist,intelligence agent",6206.0,182.0,437.0,440.0,265.0,4.19,"48,106","4,162",80,396,4624.0,66470937,https://www.goodreads.com/book/show/31196.The_Razor_s_Edge?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/The_Razor%27s_Edge,NA_not-pub-domain,,,,,,,,,False,,,,,1944-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-04-08,1.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-04-15,1.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-04-22,1.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-04-29,2.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-05-06,4.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-05-13,4.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-05-20,4.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-05-27,5.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-06-03,3.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-06-10,4.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-06-17,6.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-06-24,7.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-07-01,6.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-07-08,15.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
459,Dreamcatcher,Stephen King,2001,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",5150.0,133.0,157.0,476.0,450.0,3.65,"174,932","3,525",463,258,419063.0,97113511,https://www.goodreads.com/book/show/11570.Dreamcatcher?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain,,2001.0,2001-07-15,15.0,1543.0,DREAMCATCHER,,,False,,,,,2001-01-01
460,Orlando,Virginia Woolf,1928,English,history,1882,1941,female,eng,GB,"intellectuals,feminists,bloomsbury group","publishers and publishing,authors",7810.0,714.0,915.0,280.0,160.0,3.87,"92,080","7,811",349,333,570979.0,39385478,https://www.goodreads.com/book/show/18839.Orlando?ref=nav_sb_ss_1_7,https://en.wikipedia.org/wiki/Orlando:_A_Biography,unavailable,,,,,,,,,False,,,,,1928-01-01
461,The Things they Carried,Tim O'Brien,1990,English,na,1946,ALIVE,male,eng,US,"fiction,creative writing higher education","novelists,college teachers,authors",6916.0,578.0,165.0,357.0,441.0,4.14,"311,760","18,678",114,191,10716664.0,85364833,https://www.goodreads.com/book/show/133518.The_Things_They_Carried?ref=nav_sb_ss_3_10,https://en.wikipedia.org/wiki/The_Things_They_Carried,NA_not-pub-domain,,,,,,,,,False,,,,,1990-01-01
462,Little Town on the Prairie,Laura Ingalls Wilder,1941,English,history,1867,1957,female,eng,US,,women authors,6977.0,164.0,172.0,352.0,437.0,4.19,"89,010","1,677",81,337,403437.0,34464422,https://www.goodreads.com/book/show/11991.The_Fall?ref=nav_sb_ss_4_8,https://en.wikipedia.org/wiki/Little_Town_on_the_Prairie,NA_not-pub-domain,,,,,,,,,False,,,,,1941-01-01
463,Nights in Rodanthe,Nicholas Sparks,2002,English,romance,1965,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",5908.0,386.0,164.0,460.0,444.0,3.85,"172,005","5,220",367,261,687695.0,117604749,https://www.goodreads.com/book/show/15926.Nights_in_Rodanthe?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/Nights_in_Rodanthe_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,2002-01-01
464,The Amber Spyglass,Philip Pullman,2000,English,fantasy,1946,ALIVE,male,eng,GB,,"authors,teachers,dramatists",6597.0,504.0,256.0,394.0,362.0,4.1,"358,718","13,370",143,174,298917.0,115199438,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/The_Amber_Spyglass,NA_not-pub-domain,,,,,,,,,False,,,,,2000-01-01
465,The Miraculous Journey of Edward Tulane,Kate DiCamillo,2006,English,na,1964,ALIVE,female,eng,US,,authors,6951.0,446.0,102.0,354.0,477.0,4.38,"108,569","12,750",19,308,16921264.0,82181498,https://www.goodreads.com/book/show/37186.The_Miraculous_Journey_of_Edward_Tulane?ref=nav_sb_ss_1_39,https://en.wikipedia.org/wiki/The_Miraculous_Journey_of_Edward_Tulane,NA_not-pub-domain,,,,,,,,,False,,,,,2006-01-01
466,Flatland,Edwin A. Abbott,1884,English,na,1838,1926,male,eng,GB,"theology,science fiction,grammar comparative and general,english language grammar","theologians,school principals,clergy,authors",6278.0,5208.0,541.0,430.0,232.0,3.81,"69,755","5,633",390,363,458486.0,2505657,https://www.goodreads.com/book/show/433567.Flatland?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Flatland,https://www.gutenberg.org/cache/epub/201/pg201.txt,,,,,,,227349.0,37711.0,True,140.0,11.0,92.0,201,1884-01-01
467,Diary of a Wimpy Kid,Jeff Kinney,2007,English,na,1971,ALIVE,male,eng,US,"computer games design,childrens literature,caricatures and cartoons","designers,cartoonists,authors",9080.0,794.0,114.0,217.0,469.0,3.98,"690,759","21,651",254,117,2973721859.0,30742915,https://www.goodreads.com/book/show/389627.Diary_of_a_Wimpy_Kid?ref=nav_sb_ss_1_20,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(book),NA_not-pub-domain,,,,,,,,,False,,,,,2007-01-01
468,The Memory Keeper's Daughter,Kim Edwards,2005,English,na,1958,,female,eng,US,"short stories,fiction",authors,5469.0,274.0,151.0,471.0,454.0,3.7,"599,472","20,623",442,130,17732.0,57781322,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter?ref=nav_sb_ss_1_28,https://en.wikipedia.org/wiki/The_Memory_Keeper%27s_Daughter,NA_not-pub-domain,,,,,,,,,False,,,,,2005-01-01
469,The Wedding,Nicholas Sparks,2003,English,romance,1965,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",6267.0,446.0,156.0,434.0,451.0,3.99,"160,265","7,072",244,266,701501.0,117604749,https://www.goodreads.com/book/show/3466.The_Wedding?ref=nav_sb_ss_2_11,https://en.wikipedia.org/wiki/The_Wedding_(Sparks_novel),NA_not-pub-domain,,,,,,,,,False,,,,,2003-01-01
470,Fried Green Tomatoes at the Whistle-Stop Cafe,Fannie Flagg,1987,English,na,1944,ALIVE,female,eng,US,"motion picture authorship,humorous stories,acting","screenwriters,novelists,actors",6214.0,349.0,188.0,439.0,415.0,4.28,"305,592","9,852",41,192,3901922742.0,79412195,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe?ref=nav_sb_ss_1_45,https://en.wikipedia.org/wiki/Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,NA_not-pub-domain,,,,,,,,,False,,,,,1987-01-01
471,The Cricket in Times Square,George Selden,1960,English,na,1929,1989,male,eng,US,childrens literature,authors,6040.0,162.0,194.0,454.0,410.0,4.04,"65,074","2,175",193,368,119321458.0,104723444,https://www.goodreads.com/book/show/24384.The_Cricket_in_Times_Square?ref=nav_sb_ss_1_27,https://en.wikipedia.org/wiki/The_Cricket_in_Times_Square,NA_not-pub-domain,,,,,,,,,False,,,,,1960-01-01
472,The Phantom Tollbooth,Norton Juster,1961,English,fantasy,1929,2021,male,eng,US,"childrens literature,architecture","authors,architects",6478.0,595.0,215.0,410.0,388.0,4.2,"285,680","13,243",76,202,395611.0,39601304,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth?ref=nav_sb_ss_1_21,https://en.wikipedia.org/wiki/The_Phantom_Tollbooth,NA_not-pub-domain,,,,,,,,,False,,,,,1961-01-01
473,Rob Roy,Walter Scott,1817,English,history,1771,1832,male,eng,GB,,"poet,novelist,historian,biographer",6557.0,2604.0,1215.0,400.0,123.0,3.69,"9,885",448,452,486,108009826.0,95207079,https://www.goodreads.com/book/show/543686.Rob_Roy?ref=nav_sb_ss_1_7,https://en.wikipedia.org/wiki/Rob_Roy_(novel),https://www.gutenberg.org/cache/epub/7025/pg7025.txt,,,,,,,1154249.0,195344.0,True,1751.0,402.0,625.0,7025,1817-01-01
